Date,Week,Period,Customer,Sales Channel,Sales Rep,Item Class,Coffee Size,Item / Memo,Document Number,Location,Revenue,Quantity,Units Sold,Unit,Unit Multiplier,Package Lbs,Weight Source,Multiplier Source,Weight Review,Lbs,$/LB,Snapshot Date
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Venice GW (2lb),CS12279,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,12oz,Org Bitches Brew GW (12oz),CS12280,LA : 1ROASTERY (LA),18.0,1.0,1.0,,1.0,0.75,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.75,24.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Ethiopia Heirloom Blend GW (2lb),CS12281,LA : 1ROASTERY (LA),42.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,21.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Black Gold GW (2lb),CS12282,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Bitches Brew GW (2lb) French Press,CS12283,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Bitches Brew GW (2lb),CS12284,LA : 1ROASTERY (LA),80.0,2.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,40.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Bitches Brew GW (2lb),CS12285,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Black Gold GW (2lb),CS12286,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Angel City GW (2lb),CS12287,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Bitches Brew GW (2lb),CS12288,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,1lb,Org Black Gold (1lb) Can,CS12289,LA : 1ROASTERY (LA),19.0,1.0,1.0,,1.0,1.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,1.0,19.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Regenerative Certified Round Midnight Blend GW (2lb) Drip/Pour over,CS12290,LA : 1ROASTERY (LA),43.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,21.5,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,12oz,Org Bitches Brew GW (12oz),CS12291,LA : 1ROASTERY (LA),36.0,2.0,1.0,,1.0,0.75,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.75,48.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Black Gold GW (2lb),CS12292,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,10oz,Org Regenerative Certified Wild Bloom Blend GW (10oz) Drip/Pour over,CS12293,LA : 1ROASTERY (LA),18.0,1.0,1.0,,1.0,0.625,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.625,28.8,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,12oz,Org Spring Seasonal Sundew (12oz) Drip/Pour Over,CS12293,LA : 1ROASTERY (LA),18.0,1.0,1.0,,1.0,0.75,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.75,24.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Lucky Jack GW (2lb),CS12293,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Ethiopia Heirloom GW (2lb) Drip/Pourover,CS12294,LA : 1ROASTERY (LA),42.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,21.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,12oz,Org Ethiopia Heirloom GW (12oz),CS12295,LA : 1ROASTERY (LA),57.0,3.0,1.0,,1.0,0.75,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.75,76.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,12oz,Org Lucky Jack GW (12oz),CS12296,LA : 1ROASTERY (LA),18.0,1.0,1.0,,1.0,0.75,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.75,24.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,12oz,Org Sumatra GW (12oz),CS12296,LA : 1ROASTERY (LA),19.0,1.0,1.0,,1.0,0.75,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.75,25.333333333333332,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,12oz,Org Decaf: Black Magic GW (12oz),CS12296,LA : 1ROASTERY (LA),19.0,1.0,1.0,,1.0,0.75,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.75,25.333333333333332,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,5lb,Org Ethiopia Heirl Blend GW (5lb),CS12297,LA : 1ROASTERY (LA),98.0,1.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,19.6,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Papua New Guinea GW (2lb),CS12298,LA : 1ROASTERY (LA),42.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,21.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Black Magic GW (2lb) Drip/Pourover,CS12299,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Bitches Brew GW (2lb),CS12300,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Bitches Brew GW (2lb),CS12301,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Bitches Brew GW (2lb),CS12302,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,12oz,Org Black Gold GW (12oz),CS12303,LA : 1ROASTERY (LA),18.0,1.0,1.0,,1.0,0.75,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.75,24.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,12oz,Org Decaf: Black Magic GW (12oz),CS12303,LA : 1ROASTERY (LA),19.0,1.0,1.0,,1.0,0.75,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.75,25.333333333333332,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Bitches Brew GW (2lb),CS12304,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,10oz,Org Regenerative Certified Round Midnight Blend GW (10oz),CS12305,LA : 1ROASTERY (LA),18.0,1.0,1.0,,1.0,0.625,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.625,28.8,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,5lb,Org Bitches Brew GW (5lb),CS12306,LA : 1ROASTERY (LA),95.0,1.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,19.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Bitches Brew GW (2lb),CS12307,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Regenerative Certified Nicaragua GW (2lb),CS12308,LA : 1ROASTERY (LA),43.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,21.5,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Black Gold GW (2lb),CS12309,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,5lb,Org Ethiopia Heirl Blend GW (5lb),CS12310,LA : 1ROASTERY (LA),98.0,1.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,19.6,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,5lb,Org Angel City GW (5lb),CS12311,LA : 1ROASTERY (LA),95.0,1.0,1.0,,1.0,5.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,5.0,19.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,10oz,Org Regenerative Certified Round Midnight Blend GW (10oz),CS12312,LA : 1ROASTERY (LA),18.0,1.0,1.0,,1.0,0.625,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.625,28.8,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Bitches Brew GW (2lb),CS12313,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,1lb,Org Black Magic (1lb) Can,CS12314,LA : 1ROASTERY (LA),22.0,1.0,1.0,,1.0,1.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,1.0,22.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Bitches Brew GW (2lb),CS12315,LA : 1ROASTERY (LA),80.0,2.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,40.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Black Gold GW (2lb),CS12316,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Bitches Brew GW (2lb),CS12316,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Bitches Brew GW (2lb),CS12317,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Black Magic GW (2lb),CS12318,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,12oz,Org Bitches Brew GW (12oz),CS12319,LA : 1ROASTERY (LA),18.0,1.0,1.0,,1.0,0.75,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.75,24.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,12oz,Org Decaf: Bitches Brew GW (12oz),CS12319,LA : 1ROASTERY (LA),19.0,1.0,1.0,,1.0,0.75,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.75,25.333333333333332,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Lucky Jack GW (2lb),CS12320,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,12oz,Org Spring Seasonal Sundew (12oz),CS12321,LA : 1ROASTERY (LA),18.0,1.0,1.0,,1.0,0.75,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.75,24.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Lucky Jack GW (2lb),CS12321,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Black Gold GW (2lb),CS12322,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,12oz,Org Bitches Brew GW (12oz) Espresso,CS12323,LA : 1ROASTERY (LA),18.0,1.0,1.0,,1.0,0.75,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.75,24.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,12oz,Org Lucky Jack GW (12oz),CS12324,LA : 1ROASTERY (LA),54.0,3.0,1.0,,1.0,0.75,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.75,72.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Black Gold GW (2lb),CS12325,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Black Gold GW (2lb),CS12326,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Bitches Brew GW (2lb),CS12326,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Decaf: Bitches Brew GW (2lb),CS12327,LA : 1ROASTERY (LA),42.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,21.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Venice GW (2lb),CS12328,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Colombia GW (2lb),CS12329,LA : 1ROASTERY (LA),42.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,21.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Bitches Brew GW (2lb),CS12330,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,Faire Wholesale,Foodservice : Foodservice Direct,Joe Slagter,Finished Goods: Roasted Coffee,10oz,Org Regenerative Certified Wild Bloom Blend GW (10oz),INV835493,LA : 1ROASTERY (LA),26.46,2.0,1.0,,1.0,0.625,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.625,42.336,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,Faire Wholesale,Foodservice : Foodservice Direct,Joe Slagter,Finished Goods: Roasted Coffee,12oz,Org Joe Blend GW (12oz),INV835493,LA : 1ROASTERY (LA),23.16,2.0,1.0,,1.0,0.75,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.75,30.88,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,Faire Wholesale,Foodservice : Foodservice Direct,Joe Slagter,Finished Goods: Roasted Coffee,12oz,Org Big Shot Espresso GW (12oz),INV835493,LA : 1ROASTERY (LA),24.98,2.0,1.0,,1.0,0.75,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.75,33.306666666666665,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,Faire Wholesale,Foodservice : Foodservice Direct,Joe Slagter,Finished Goods: Roasted Coffee,10oz,Org Regenerative Certified Nicaragua GW (10oz),INV835494,LA : 1ROASTERY (LA),39.69,3.0,1.0,,1.0,0.625,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.625,63.504,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,Faire Wholesale,Foodservice : Foodservice Direct,Joe Slagter,Finished Goods: Roasted Coffee,10oz,Org Regenerative Certified Wild Bloom Blend GW (10oz),INV835494,LA : 1ROASTERY (LA),26.46,2.0,1.0,,1.0,0.625,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.625,42.336,2026-07-21
2026-03-01,(26-Feb) 9,Mar 2026,Faire Wholesale,Foodservice : Foodservice Direct,Joe Slagter,Finished Goods: Roasted Coffee,10oz,Org Regenerative Certified Round Midnight Blend GW (10oz),INV835494,LA : 1ROASTERY (LA),39.69,3.0,1.0,,1.0,0.625,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.625,63.504,2026-07-21
2026-03-02,(26-Mar) 10,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Regenerative Certified Round Midnight Blend GW (2lb),CS12331,LA : 1ROASTERY (LA),43.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,21.5,2026-07-21
2026-03-02,(26-Mar) 10,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Regenerative Certified Good Vibrations Espresso Roast (2lb) ,CS12331,LA : 1ROASTERY (LA),43.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,21.5,2026-07-21
2026-03-02,(26-Mar) 10,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,10oz,Org Regenerative Certified Peru GW (10oz),CS12332,LA : 1ROASTERY (LA),18.0,1.0,1.0,,1.0,0.625,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.625,28.8,2026-07-21
2026-03-02,(26-Mar) 10,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,10oz,Org Regenerative Certified Good Vibrations Espresso Roast (10oz),CS12332,LA : 1ROASTERY (LA),18.0,1.0,1.0,,1.0,0.625,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.625,28.8,2026-07-21
2026-03-02,(26-Mar) 10,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,12oz,Org Spring Seasonal Sundew (12oz),CS12332,LA : 1ROASTERY (LA),18.0,1.0,1.0,,1.0,0.75,Sum of # of Units x weight by lbs,Not used - authoritative units,False,0.75,24.0,2026-07-21
2026-03-02,(26-Mar) 10,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Bitches Brew GW (2lb),CS12333,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-02,(26-Mar) 10,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Decaf: Bitches Brew GW (2lb),CS12333,LA : 1ROASTERY (LA),42.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,21.0,2026-07-21
2026-03-02,(26-Mar) 10,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Black Magic GW (2lb),CS12334,LA : 1ROASTERY (LA),40.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,20.0,2026-07-21
2026-03-02,(26-Mar) 10,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Ethiopia Heirloom Blend GW (2lb),CS12335,LA : 1ROASTERY (LA),42.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,21.0,2026-07-21
2026-03-02,(26-Mar) 10,Mar 2026,GW Internet,E-Commerce : GroundworkCoffee.com,- House Account -,Finished Goods: Roasted Coffee,2lb,Org Papua New Guinea GW (2lb),CS12335,LA : 1ROASTERY (LA),42.0,1.0,1.0,,1.0,2.0,Sum of # of Units x weight by lbs,Not used - authoritative units,False,2.0,21.0,2026-07-21
